X,av_tt,maxdelay_NBSB,saturation_NBSB,maxdelay_EBWB,saturation_EBWB
0.5,293.0,0,0,0,0
0.4875,402.9032258064516,17.75,0.9900825068755729,4.166666666666668,0.1
0.5,591.3432835820895,19.5,1.4567307692307694,26.8,2.438899253731343
0.4875,605.8510638297872,21.928571428571427,1.8162018387525776,29.861111111111107,2.666120664609936
0.475,731.559633027523,24.25,2.134534654596339,44.022222222222226,3.256703994066077
0.4625,692.8,25.8125,2.339630383606563,41.37837837837838,3.0814810130919716
0.45,728.3064516129032,19.75,1.1234177215189873,44.42307692307692,3.076714607706343
0.4375,705.9375,26.888888888888893,2.479591836734695,40.60526315789473,2.8917692806221647
0.425,745.7364341085271,25.545454545454543,2.228139738206356,44.17857142857143,2.896031773927103
0.4125,744.3269230769231,38.53846153846153,3.954322759439798,42.8780487804878,2.7883642313402976
0.425,767.1111111111111,34.2,3.437443088690585,45.5,2.923097696254596
0.4375,743.9090909090909,30.692307692307693,2.9917139788246128,44.627906976744185,2.9916623241271494
0.45,749.8473282442748,21.142857142857142,1.4611486486486496,45.473684210526315,3.102294249311295
0.4375,699.4230769230769,22.769230769230766,1.7318670711527855,41.48780487804878,2.9153439153439153
0.425,714.5669291338583,22.166666666666668,1.499726825714806,41.7962962962963,2.842913414514642
0.4125,659.1588785046729,28.4,2.710685601210569,35.128205128205124,2.594563382050206
0.425,671.021897810219,32.642857142857146,3.2671704284751617,35.56363636363636,2.67027729133566
0.4375,650.4587155963303,35.714285714285715,3.5008163265306127,33.5,2.656716417910448
0.45,698.7786259541984,20.0625,1.203271028037383,40.81481481481482,2.9788345007574506
0.4375,712.1495327102804,22.875,1.7544329207092675,43.24390243902439,2.9593908629441623
0.425,792.6865671641791,21.2,1.248612652608213,51.981818181818184,3.0359307093111596
0.4125,807.2448979591836,32.46153846153847,3.302162077474443,55.02702702702703,2.9823109337493254
0.425,861.9083969465648,34.22222222222222,3.439760931110412,58.872727272727275,3.1286378321702006
0.4375,840.2857142857143,39.07692307692308,3.768560179977503,59.17948717948718,3.2396013864818025
0.45,888.046875,38.142857142857146,3.595505617977528,61.24074074074073,3.3807606954444243
0.4625,829.9056603773585,33.81818181818182,3.1864264002450584,57.666666666666664,3.4484661291683993
0.45,878.503937007874,24.571428571428573,2.1293604651162794,61.16981132075472,3.3798294339276334
0.4375,831.5315315315315,28.785714285714285,2.7519116827872594,58.725,3.2337164750957856
0.425,882.4285714285714,30.83333333333333,3.047694753577105,61.63157894736841,3.159942788788281
0.4125,864.3518518518518,36.16666666666667,3.7258635792360133,59.71428571428571,3.036041119300989
0.425,890.0,27.875,2.6275078746877276,60.65517241379311,3.149188994004369
0.4125,856.8,43.42857142857143,4.346590909090909,56.95238095238095,3.0054516261387363
0.425,891.8181818181819,37.83333333333333,3.780238708595643,59.71186440677966,3.13846572375859
0.4375,854.7706422018349,41.45454545454545,3.931659505907627,58.58139534883721,3.2318380309646684
0.45,889.5035460992908,31.090909090909093,2.993421052631579,62.913793103448285,3.4021179809253757
0.4375,859.0654205607476,31.200000000000003,3.050627943485088,61.92682926829268,3.2733359590389917
0.425,914.5112781954887,18.833333333333336,0.5250022965979728,65.63157894736841,3.2006570021359386
0.4125,865.1456310679612,22.7,1.5236465576874065,64.12820512820512,3.0794572166606424
0.4,916.7625899280575,25.6,2.135467529296875,66.84210526315789,3.0001845472440944
0.3875,871.8918918918919,31.200000000000003,3.2042944048667263,64.725,2.8868330740908936
0.4,920.7801418439716,29.66666666666667,2.927054073033709,66.43103448275862,2.996995036335323
0.3875,875.5963302752293,29.888888888888893,2.9751188546627017,62.18604651162791,2.866959416373818
0.4,908.5074626865671,25.5,2.1128216911764706,63.16949152542374,2.9702173329755834
0.3875,844.5631067961165,26.727272727272727,2.3300027607296823,58.73170731707317,2.837161391778896
0.375,884.2142857142857,28.1,2.5943060498220643,60.86666666666666,2.7668346111719604
0.3625,844.9549549549549,30.647058823529413,3.134772378189753,58.69767441860465,2.6658747306137887
0.375,874.6979865771812,31.82352941176471,3.3438077634011094,60.41935483870968,2.7633315536572347
