X,av_tt,maxdelay_NBSB,saturation_NBSB,maxdelay_EBWB,saturation_EBWB
0.5,684.7489239598278,18.154545454545453,0.5286680020030047,42.892,1.521425906929031
0.4875,689.7,21.308943089430894,0.7428022187655918,40.65625,1.4749254794623272
0.475,655.6845965770171,24.738461538461536,0.9302173343807276,34.63868613138686,1.3510092267862785
0.4625,636.9507803121248,25.0,0.914054054054054,33.73841059602649,1.3316937782880307
0.45,619.3838254172016,23.242990654205606,0.7575392038600722,33.407407407407405,1.3256903850030235
0.4375,622.2608695652174,24.561403508771928,0.811989795918367,29.266211604095567,1.231195335276968
0.425,622.0219244823386,23.62162162162162,0.6947099205815048,29.696113074204945,1.2478943774186204
0.4125,618.1386861313869,27.396946564885496,0.9304566984979357,27.82758620689655,1.2080334308840202
0.4,613.2080200501254,30.748031496062993,1.1030409731113957,30.33812949640288,1.2693265354517427
0.3875,592.738255033557,30.44166666666667,1.0588733961481067,25.835714285714282,1.1728064186692093
0.375,596.5456989247311,32.46086956521739,1.1516206804178948,25.4901185770751,1.1723057838424562
0.3625,583.6855345911949,37.795081967213115,1.406000643139718,22.582417582417584,1.104379562043796
0.375,605.3571428571429,36.6044776119403,1.3608562691131496,24.854237288135597,1.1562465902891437
0.3875,581.4230271668823,29.473214285714285,0.9982703188672056,25.068441064638783,1.1524854746995112
0.375,585.0310559006211,36.270270270270274,1.3457526080476903,23.599290780141843,1.1220135236664162
0.3875,595.2919254658385,34.95161290322581,1.2968575554133115,25.020338983050845,1.1511699924516616
0.4,592.3035952063915,32.130434782608695,1.1765899864682001,24.84313725490196,1.1353591160220995
0.4125,596.3346104725415,33.722972972972975,1.267517895848892,24.866666666666667,1.1238662939934971
0.425,609.1717417783191,32.74814814814815,1.2388067645063,28.365671641791046,1.2146574700021733
0.4375,612.3227383863081,29.411290322580648,1.102119158603941,30.525,1.2628992628992628
0.425,599.3112244897959,29.377192982456144,1.0772135668241618,27.484320557491287,1.1908678013934206
0.4125,634.0096618357488,34.696,1.3084557821703315,31.512903225806454,1.2906981049476962
0.425,621.3669950738916,30.3728813559322,1.1286764705882348,29.553435114503813,1.2444732689834856
0.4125,608.399071925754,34.43703703703704,1.297786425233188,26.31186440677966,1.1673140285186425
0.425,610.4425837320574,30.90298507462687,1.154722502379363,27.84083044982699,1.2006722216818513
0.4125,607.2748815165877,31.85123966942149,1.181735622965514,27.222996515679444,1.1923349246073784
0.4,611.2665862484921,32.41353383458647,1.190877986546045,27.623655913978496,1.209809264305177
0.3875,592.0930232558139,33.0,1.2018572825024438,25.676056338028168,1.168678003291278
0.4,606.2266500622665,34.00826446280992,1.2669198055893074,27.27956989247312,1.2014189988175012
0.4125,588.9044585987261,29.33009708737864,1.048885077186964,25.906474820143888,1.155615756852411
0.4,595.7068741893645,27.95689655172414,0.9323735738513723,28.671096345514954,1.2341106604866745
0.3875,582.1239954075775,30.124031007751938,1.0394260621254132,24.398625429553267,1.1337007760850821
0.375,600.952380952381,34.53211009174312,1.2624867162592988,27.330330330330334,1.2145698274914845
0.3875,598.5854858548586,33.33333333333333,1.2188709677419352,26.715789473684207,1.1946776346472394
0.4,584.4733420026008,29.66666666666667,1.040730337078652,25.166666666666668,1.1448675496688743
0.3875,598.3210784313726,32.36879432624114,1.1686798507251703,25.853479853479854,1.1732626459481497
0.375,590.5784061696658,36.75182481751825,1.3674280039721947,23.75095785440613,1.1263429585417
0.3875,600.6722689075631,35.21897810218978,1.3090523148921944,25.717314487632507,1.1697497630544385
0.4,606.5862944162436,35.33846153846154,1.3250979538528518,27.11888111888112,1.197427797833935
